PROBEID logFC AveExpr t P.Value adj.P.Val B SYMBOL GENENAME
ILMN_1823231 -3.64196515520515 6.78032584333307 -7.84687910658452 7.17074010681795e-5 0.0366948676671405 2.14715519892717 LOC100505501 "uncharacterized LOC100505501"
ILMN_1808789 3.6274340946129 6.98769259113556 11.7555176086936 4.27131137797238e-6 0.0206774183807643 4.38066067618963 MYO5C "myosin VC"
ILMN_1670193 -3.62036508062936 7.02062806072085 -5.52981382928897 6.95214702714638e-4 0.0991980600438354 0.064177268068641 ACY3 "aminoacylase 3"
ILMN_1801939 -3.60338022836763 6.82477257496726 -8.78227441282452 3.32141092207863e-5 0.0321579005475653 2.80225605621225 CCNB2 "cyclin B2"
ILMN_1709817 -3.53240821609312 8.71724308020717 -6.77272733860725 1.91173439179097e-4 0.0616980412710673 1.27197156276694 SLC35A5 "solute carrier family 35 member A5"
ILMN_1737205 -3.48570328196774 6.6292517725735 -5.04498126680332 0.00121306373203737 0.123198073988662 -0.471492971048087 MCM4 "minichromosome maintenance complex component 4"
ILMN_1812721 -3.46765099371645 7.23758926505011 -7.22329713722194 1.24969722359156e-4 0.0481551568921552 1.65648693331663 HIP1R "huntingtin interacting protein 1 related"
ILMN_1702231 -3.43119518202007 9.95739476849755 -6.65005193401101 2.1542779237992e-4 0.0630728114662439 1.16263800756294 C1orf54 "chromosome 1 open reading frame 54"
ILMN_1738866 -3.4213733212677 7.84788577917594 -4.96798578390207 0.00132915796543862 0.130428115757196 -0.560110549307453 DEXI "Dexi homolog"
ILMN_1809259 -3.41963234081821 7.80255631109277 -4.71208282211744 0.00181193264605909 0.152276974051444 -0.861748233751534 HRASLS2 "HRAS like suppressor 2"
ILMN_1670238 -3.41511589156968 6.46142273688436 -10.709524514618 8.29012471075257e-6 0.0231367253597421 3.89949470709622 CDC45 "cell division cycle 45"
ILMN_2068274 -3.36702279165441 6.94816308443868 -8.13273960294712 5.6245346212365e-5 0.0341773920393818 2.35714026195512 CLEC9A "C-type lectin domain containing 9A"
ILMN_2206722 -3.31765995049619 6.99922694740177 -5.42752700111133 7.79782749414384e-4 0.103848019016615 -0.0456649452207527 FER1L4 "fer-1 like family member 4, pseudogene"
ILMN_1769926 -3.29578980368707 7.65420742535281 -5.54056888761678 6.86929034140705e-4 0.0991980600438354 0.0756297834001014 DBN1 "drebrin 1"
ILMN_2343048 -3.26938632707263 8.31707973384427 -3.57462816669637 0.0080708522524024 0.266652137946915 -2.3331595018609 ABCB9 "ATP binding cassette subfamily B member 9"
ILMN_1756862 -3.2601770328963 9.59313487274098 -4.71619697842604 0.00180279423411432 0.152276974051444 -0.856812033248804 APOL3 "apolipoprotein L3"
ILMN_1656560 -3.25610130945702 6.43764113033002 -10.3975474797772 1.02173624720774e-5 0.0231367253597421 3.74180602731911 PARM1 "prostate androgen-regulated mucin-like protein 1"
ILMN_2325338 -3.24180361977442 6.66505570853841 -9.21019090359166 2.38924323203097e-5 0.0295358192288223 3.07300051205834 APOL2 "apolipoprotein L2"
ILMN_1664464 3.21956623795244 11.8541556905083 2.47804180104077 0.0401577515564656 0.510245866889371 -3.90854397746584 PTGDS "prostaglandin D2 synthase"
ILMN_1670325 3.21365201968785 6.87054966524305 3.264971462585 0.0125203909390404 0.319415622648705 -2.76729877637868 SLC47A1 "solute carrier family 47 member 1"
ILMN_1718766 -3.20955123852815 6.58676570132813 -6.03980168015867 4.00225014689248e-4 0.0809219963521777 0.587391707304026 MT1F "metallothionein 1F"
ILMN_1764228 3.19786249785896 10.1577822126515 5.70972887954038 5.70000937144241e-4 0.0962572512807653 0.253356823387846 DAB2 "DAB2, clathrin adaptor protein"
ILMN_1683450 -3.17320937224374 7.24760385873774 -3.26123472481765 0.012587889557229 0.320164483431937 -2.77260881771704 CDCA5 "cell division cycle associated 5"
ILMN_1729188 3.16918032134482 8.83100094983505 5.47390519342859 7.40106265722579e-4 0.101401540538576 0.00434622950284869 HAMP "hepcidin antimicrobial peptide"
ILMN_3292990 -3.15817416075833 7.38415837495201 -5.57661880012318 6.59942975812092e-4 0.0988077509043198 0.113883637178521 NA NA
ILMN_1713846 -3.1472203077495 6.87301780120747 -5.73582692170486 5.54008240219645e-4 0.0946571961495283 0.280377366035489 PPM1H "protein phosphatase, Mg2+/Mn2+ dependent 1H"
ILMN_1663793 -3.13810894151767 6.69762986625812 -4.81497371183262 0.00159788409457493 0.145264397724212 -0.739151300527226 CLNK "cytokine dependent hematopoietic cell linker"
ILMN_1665437 -3.12984379662965 8.38548091023347 -4.97716943483931 0.00131468916581918 0.130428115757196 -0.549488921761494 CYP2E1 "cytochrome P450 family 2 subfamily E member 1"
ILMN_1711988 -3.12938903247159 7.07671279776775 -5.5361017735972 6.90357152474556e-4 0.0991980600438354 0.0708752123069765 KCNK12 "potassium two pore domain channel subfamily K member 12"
ILMN_1714730 -3.12670221461361 6.78793925928317 -7.43062225455879 1.03473778886468e-4 0.0435057381590817 1.8247780697887 UBE2C "ubiquitin conjugating enzyme E2 C"
ILMN_1793990 -3.11858806606812 7.75053057317538 -5.64096526723419 6.14642035558828e-4 0.0969468089391125 0.181653511794533 ID2 "inhibitor of DNA binding 2"
ILMN_1696749 -3.11433250417764 9.8485629335482 -2.68691388421845 0.0293141401157991 0.458426144349862 -3.60306045722791 LMNA "lamin A/C"
ILMN_2404512 -3.10338728950951 6.23936299505689 -10.0433989422787 1.30422763686388e-5 0.0236766224627177 3.55412917944423 PSEN2 "presenilin 2"
ILMN_1814194 3.08509856674879 8.33866042085483 3.91383217702393 0.00506700181569449 0.229365339064479 -1.87280600415967 TCF4 "transcription factor 4"
ILMN_1707448 -3.07510836664134 9.15120941789318 -6.35941614646874 2.87797327021264e-4 0.0690151199614378 0.895320394405307 CDK12 "cyclin dependent kinase 12"
ILMN_1668277 -3.06351525734823 6.21474749873721 -8.12777124826796 5.64798876916039e-5 0.0341773920393818 2.35356690401409 BLK "BLK proto-oncogene, Src family tyrosine kinase"
ILMN_1678678 -3.06106703551295 7.82924012411555 -3.39006439407372 0.0104689825498012 0.303631374885031 -2.59047009435035 SLC37A4 "solute carrier family 37 member 4"
ILMN_1667295 3.05739558773635 9.75928544885753 2.04060365662113 0.0779846473635203 0.657792422616825 -4.54067793184939 VASN vasorin
ILMN_2415303 3.05475247944029 9.39286063619076 2.60509953864804 0.0331493737778625 0.474119388288777 -3.72272669554752 CLEC10A "C-type lectin domain containing 10A"
ILMN_2211780 -3.04557999655978 7.88560780430401 -7.4159856117041 1.04847540836457e-4 0.0435057381590817 1.81306964196526 SLC25A4 "solute carrier family 25 member 4"
ILMN_1706261 -3.04505538046743 7.74631660176192 -4.36782890351413 0.00279065866210139 0.183387944568772 -1.28484711098278 SLCO3A1 "solute carrier organic anion transporter family member 3A1"
ILMN_1770940 3.03304105253157 7.1184948757610496 7.63949260329203 8.59107537263752e-5 0.0389900586365046 1.98907045896922 CDH1 "cadherin 1"
ILMN_2368718 -3.03005734274711 6.28997023795941 -4.03222658954564 0.00432426189038379 0.215633974877925 -1.71626399719499 CENPM "centromere protein M"
ILMN_1810881 -3.02807495120825 6.47421502571878 -4.74635395243246 0.00173733195511131 0.151995614361937 -0.820716157071654 ASB16 "ankyrin repeat and SOCS box containing 16"
ILMN_2325337 -3.02792054737882 6.69721051572035 -8.54887981314112 3.99807263034037e-5 0.0332479367271523 2.64723240938338 APOL2 "apolipoprotein L2"
ILMN_2099528 -3.02433413475319 9.0683913135458 -2.58694260838332 0.0340685015231471 0.479456603012902 -3.74929029046789 BTLA "B and T lymphocyte associated"
ILMN_3276676 2.99061631189734 7.28618383318121 6.22538065564423 3.29995859669877e-4 0.0740666218042816 0.76800191993438 NA NA
ILMN_2214355 -2.94350032757807 7.90741302833996 -3.72617592685004 0.00654184686898066 0.247414692911995 -2.12537968239259 RAB30 "RAB30, member RAS oncogene family"
ILMN_1745964 -2.94220494390641 8.21833908832831 -3.42682072787464 0.00993668127716966 0.295718078254785 -2.53887250688173 IRAK2 "interleukin 1 receptor associated kinase 2"
ILMN_1653166 2.93368561987415 8.29406171803137 3.02378102121541 0.0177772261423482 0.374123269148834 -3.11296343127868 CLEC10A "C-type lectin domain containing 10A"
ILMN_1753112 2.92204052133466 10.1291681938402 4.79161909694889 0.00164391551590639 0.145900633798468 -0.76682315399251 CD5 "CD5 molecule"
ILMN_2208903 -2.91510895424646 9.31077075566247 -6.47425935385221 2.56383297065445e-4 0.068952863394101 1.00236389603843 CD52 "CD52 molecule"
ILMN_1778536 -2.9143907764851 7.8226270011990104 -4.94558551119296 0.00136518946313691 0.132177643820916 -0.586077151678481 BTLA "B and T lymphocyte associated"
ILMN_1653856 2.9058698067394 8.17283888372567 5.5085928727406 7.11889406073522e-4 0.100376406256367 0.0415261837201575 UBASH3B "ubiquitin associated and SH3 domain containing B"
ILMN_2364521 2.89637050833249 10.5440640290813 4.33097986339699 0.00292573416580028 0.186205753862831 -1.33131006527555 AXL "AXL receptor tyrosine kinase"
ILMN_1676897 2.89403799353795 6.22458655662347 5.66648842055642 5.97635904156829e-4 0.0969468089391125 0.208354163064049 HSPA12B "heat shock protein family A (Hsp70) member 12B"
ILMN_1777759 2.8909263772585 7.004359235785 7.81053295575937 7.3994147649485e-5 0.0366948676671405 2.11980497557243 FIGNL2 "fidgetin like 2"
ILMN_1686097 -2.8851980093242 6.60057270235828 -7.86463714172765 7.06189890020809e-5 0.0366948676671405 2.16046375435766 TOP2A "DNA topoisomerase II alpha"
ILMN_1733997 2.87755403967757 6.53566058450592 6.74780498954065 1.95843380666765e-4 0.0618311612483355 1.24992454969804 NA NA
ILMN_1714417 -2.8704192014196 8.27595638486274 -7.11543580436464 1.38095448104302e-4 0.0489161022638725 1.56681934872812 PSEN2 "presenilin 2"
ILMN_1785570 -2.86932657969004 9.03716483035505 -6.13854502973138 3.60989880234598e-4 0.0782485974723442 0.684123854924085 SUSD3 "sushi domain containing 3"
ILMN_1793287 -2.86696045498248 8.58997067732494 -5.52789837225774 6.9670192966131e-4 0.0991980600438354 0.0621356663176096 DEXI "Dexi homolog"
ILMN_1694177 -2.84382203191692 7.93216440500062 -4.08159220795202 0.00405019703860208 0.205667872697965 -1.65165208979251 PCNA "proliferating cell nuclear antigen"
ILMN_1728106 -2.8360237334345 9.51004508382486 -3.09680967453355 0.0159752586961133 0.356316960974964 -3.00771607277915 TNF "tumor necrosis factor"
ILMN_1693836 -2.83409647056043 8.51048630080043 -3.23662252893246 0.0130422355180794 0.327476574825143 -2.80762218791295 GOLGA2P10 "GOLGA2 pseudogene 10"
ILMN_1693836 -2.83409647056043 8.51048630080043 -3.23662252893246 0.0130422355180794 0.327476574825143 -2.80762218791295 GOLGA2P7 "GOLGA2 pseudogene 7"
ILMN_1782098 -2.82787215043924 6.35495840431189 -6.69885457629688 2.0539043737054e-4 0.0621434442069239 1.20637756387034 SMO "smoothened, frizzled class receptor"
ILMN_1700695 -2.82210826162629 8.56652514632507 -6.22096961236433 3.31496964627027e-4 0.0740666218042816 0.763767713522133 SLC44A1 "solute carrier family 44 member 1"
ILMN_1765994 -2.82138118439187 7.51858153515548 -5.13872908316355 0.00108653305571401 0.116886811615812 -0.364920234620638 ZBP1 "Z-DNA binding protein 1"
ILMN_1740005 -2.80977936476965 8.49671630613346 -5.20258486987594 0.00100869714242786 0.113225546709948 -0.293158138189961 SERPINF2 "serpin family F member 2"
ILMN_2214910 2.80743743878169 8.0742788688489 5.35719698611681 8.4450961227862e-4 0.104827462385661 -0.122164092673538 EPHB4 "EPH receptor B4"
ILMN_1705570 -2.80642207028855 7.46227922760431 -3.62524946332809 0.00752126858063956 0.26571161383849 -2.26339029479917 H2AFY2 "H2A histone family member Y2"
ILMN_1799743 2.80424847076549 6.07464465815584 5.54314260579284 6.84962482476164e-4 0.0991980600438354 0.0783676802736855 MYBPC2 "myosin binding protein C, fast type"
ILMN_1782741 2.80403424364177 7.46944347397639 8.30842835019792 4.86133720818359e-5 0.0341773920393818 2.48180989056645 CD300LB "CD300 molecule like family member b"
ILMN_1792075 2.80106656217884 9.29733690170731 4.5645641526446 0.00217564669951649 0.164567276130615 -1.04062022266213 CD22 "CD22 molecule"
ILMN_2041222 -2.78988753965471 6.4198229817614 -6.27582974534439 3.13354628271525e-4 0.0722357026410692 0.816227342113917 KRT18P55 "keratin 18 pseudogene 55"
ILMN_1677376 -2.78532217536189 7.49601727635446 -4.81368908384729 0.00160037895998581 0.145264397724212 -0.74067102472458 CHD7 "chromodomain helicase DNA binding protein 7"
ILMN_1670282 2.78477457809604 6.82062936716155 2.61206340029096 0.0328036575435837 0.473102568676595 -3.71253865959818 AIRE "autoimmune regulator"
ILMN_1654210 -2.78119871077491 8.84329194420631 -3.63089636799651 0.00746249843651386 0.26433625559388 -2.25562977980549 CD1C "CD1c molecule"
ILMN_1679290 2.777970648563 8.76329502818356 3.38101300137186 0.0106046778094285 0.304293264641533 -2.60320206968083 LTK "leukocyte receptor tyrosine kinase"
ILMN_1653730 -2.77109077352873 7.3111447027332 -4.12063554867861 0.0038467846815049 0.202416137425709 -1.60082883091362 OXCT2 "3-oxoacid CoA-transferase 2"
ILMN_1705066 -2.77096519362894 6.72388313016869 -4.97044477658008 0.0013252667416532 0.130428115757196 -0.557265151490961 BTBD11 "BTB domain containing 11"
ILMN_1788387 -2.75146203815612 6.9447625816019 -8.98301068034609 2.84113373400157e-5 0.0295358192288223 2.93138248314208 UGGT2 "UDP-glucose glycoprotein glucosyltransferase 2"
ILMN_1788108 -2.74788555449169 11.0172786267778 -4.79954828402084 0.00162812609236719 0.145900633798468 -0.757417963179523 TXNDC5 "thioredoxin domain containing 5"
ILMN_1788108 -2.74788555449169 11.0172786267778 -4.79954828402084 0.00162812609236719 0.145900633798468 -0.757417963179523 BLOC1S5-TXNDC5 "BLOC1S5-TXNDC5 readthrough (NMD candidate)"
ILMN_1692664 -2.74706972744554 6.42211125602287 -6.03752646694704 4.01183208521435e-4 0.0809219963521777 0.585145733231824 PRR5 "proline rich 5"
ILMN_2382309 2.74469060239267 6.47775220140696 3.76739618681894 0.00618212449499213 0.242568327274327 -2.06944287875146 TCL1B "T cell leukemia/lymphoma 1B"
ILMN_2233783 -2.74173149680009 9.11941528672815 -4.26908135649294 0.00316895013249397 0.186966302090571 -1.40986517076721 CD38 "CD38 molecule"
ILMN_2079655 -2.72988316867075 7.5560181441278 -4.14092525056815 0.0037454802433124 0.199951572758564 -1.5745150870704 KLRB1 "killer cell lectin like receptor B1"
ILMN_1727045 -2.7289320893072 7.37313600171108 -3.53906818390965 0.00848259705352394 0.273384899893479 -2.38238304139933 RASGRP3 "RAS guanyl releasing protein 3"
ILMN_1810191 2.72028918591951 6.70474500554477 3.78007945095503 0.0060757731656211 0.242413334297569 -2.0522824428655 PLA2G4C "phospholipase A2 group IVC"
ILMN_1676003 -2.71102220558249 6.83814941973261 -4.21556016346259 0.00339705265962564 0.194233841636784 -1.47829914172186 PNOC prepronociceptin
ILMN_1739508 -2.7050983941885 7.18708654799901 -4.23782521863746 0.00330006021838783 0.189433891508484 -1.44977296576139 NA NA
ILMN_2211739 2.70264077685365 6.29022801412084 8.98023529361908 2.84721799355169e-5 0.0295358192288223 2.92962304753828 SLC15A2 "solute carrier family 15 member 2"
ILMN_1799024 -2.69609858773423 7.7330361649931 -4.00689809692948 0.00447262998010767 0.218650934840007 -1.74956665602711 VAC14 "Vac14, PIKFYVE complex component"
ILMN_1701877 2.69382681087611 12.3146464649838 3.52701908215655 0.00862717117777124 0.274793588132998 -2.39910105274231 AXL "AXL receptor tyrosine kinase"
ILMN_2214197 -2.6936085624319 7.7885962091088 -6.82953581504919 1.80985651837626e-4 0.0597376050372237 1.321914672775 TP53INP1 "tumor protein p53 inducible nuclear protein 1"
ILMN_1681503 -2.68726901539922 8.64199619816588 -3.47130348990196 0.0093308441182199 0.287101375273109 -2.4766589028008 MCM2 "minichromosome maintenance complex component 2"
ILMN_1699648 2.67949405456859 6.96692273050094 5.3717576069508 8.30636713187199e-4 0.104827462385661 -0.106260757650341 ZNF516 "zinc finger protein 516"
ILMN_1651237 -2.67342430752335 6.20489397815494 -7.21438375259819 1.25999859664112e-4 0.0481551568921552 1.64913251325177 CDT1 "chromatin licensing and DNA replication factor 1"
ILMN_1790885 2.67127621800533 6.83762868451447 5.83371638399277 4.98303251179922e-4 0.0904607264610751 0.380786959847893 KCNK10 "potassium two pore domain channel subfamily K member 10"
ILMN_1675191 2.66577283545781 8.2734607112705 3.74217294385085 0.00639963534518712 0.243942005559455 -2.10364138624325 GAPT "GRB2 binding adaptor protein, transmembrane"
ILMN_2352090 2.65825055153287 9.11729912052779 3.19696222292605 0.0138113491051566 0.336687640789331 -2.86418062314942 GPRC5C "G protein-coupled receptor class C group 5 member C"
ILMN_2394561 2.65536842111058 9.40368762854702 4.45344851005189 0.00250234664321535 0.172230246507186 -1.17776321262669 IRF2BP2 "interferon regulatory factor 2 binding protein 2"
ILMN_1781145 -2.6430732056365 6.06075990457873 -3.8894029763514 0.00523681629498456 0.229771247891422 -1.90538075107873 GPRC5D "G protein-coupled receptor class C group 5 member D"
ILMN_1783805 2.64272815416399 8.42206199966985 3.00437925181448 0.0182910885342333 0.380575184502394 -3.14099994012797 PNMA3 "PNMA family member 3"
ILMN_1680424 2.63829630827949 7.14538200912292 4.39007776681679 0.00271240551251701 0.17905575117402 -1.25690296073984 CTSG "cathepsin G"
ILMN_1770911 -2.63495085811274 6.97047672018849 -3.84642362369873 0.00555069476601828 0.233290299457649 -1.96291533651377 NRSN2 "neurensin 2"
ILMN_1682928 -2.63135180672228 12.3420531172707 -4.59378415101184 0.00209769281873399 0.164567276130615 -1.00489968161365 CPVL "carboxypeptidase, vitellogenic like"
ILMN_1731215 2.62487863173766 6.04451229807383 6.35020929703515 2.90495500989897e-4 0.0690151199614378 0.886657635840713 MYBPHL "myosin binding protein H like"
ILMN_1775542 -2.62309973526375 7.36545012534961 -3.07702930789793 0.0164434809318708 0.361831323596303 -3.03617721132493 FCMR "Fc fragment of IgM receptor"
ILMN_2343097 -2.61621428913416 8.96841516453306 -1.95227299980823 0.089134192784899 0.680977295135864 -4.66522666930003 NCALD "neurocalcin delta"
ILMN_1701933 2.59996678456501 7.44316222843771 4.52763004914009 0.00227874877761545 0.164835953981869 -1.08597601618212 SNCA "synuclein alpha"
ILMN_1792135 2.59769108290594 7.12739650834821 2.8749836519409 0.0221422741270466 0.411775641169115 -3.32868159010799 SLC35A2 "solute carrier family 35 member A2"
ILMN_1796589 -2.59676239981169 6.61116896933555 -3.73852286576993 0.00643178839366234 0.244525818955912 -2.10859812735806 TRIP13 "thyroid hormone receptor interactor 13"
ILMN_1748730 2.59647802351871 7.04533955077961 3.16654758545957 0.0144336655281164 0.341426995031822 -2.90766525394933 CTRC "chymotrypsin C"
ILMN_2186597 -2.59031615858023 10.2412242100923 -4.63438881619585 0.00199439757331752 0.160981611512374 -0.955499726198615 RPP21 "ribonuclease P/MRP subunit p21"
ILMN_2186597 -2.59031615858023 10.2412242100923 -4.63438881619585 0.00199439757331752 0.160981611512374 -0.955499726198615 TRIM39-RPP21 "TRIM39-RPP21 readthrough"
ILMN_1788457 -2.58481603082552 6.34275215251621 -5.25749530485852 9.4666503073939e-4 0.110831084084886 -0.231983555156922 ABCC4 "ATP binding cassette subfamily C member 4"
ILMN_2108735 2.58113559417887 6.54838164301838 5.40680639614251 7.98264109172197e-4 0.104443150067638 -0.0681202738202513 EEF1A2 "eukaryotic translation elongation factor 1 alpha 2"
ILMN_1687273 -2.58047311592404 6.34881628613475 -4.69336899442009 0.00185414576758602 0.152998630583249 -0.884237102000291 BMS1P2 "BMS1, ribosome biogenesis factor pseudogene 2"
ILMN_1806603 -2.57847688365452 6.36254747470504 -3.77378217982665 0.00612832822281156 0.242568327274327 -2.06079962273827 MESP1 "mesoderm posterior bHLH transcription factor 1"
ILMN_1711699 -2.55946064967039 6.54512996549849 -6.98418866922128 1.5618786505908e-4 0.0540075324822148 1.45571192198284 HIP1R "huntingtin interacting protein 1 related"
ILMN_1677736 2.55866899408997 6.69429089733572 4.5724380198091 0.00215433321833034 0.164567276130615 -1.0309805592378 TMEM104 "transmembrane protein 104"
ILMN_1717702 2.54490699376782 9.37413651781894 2.76951210181186 0.0259056177148326 0.435952822795498 -3.48238648318396 KCNK17 "potassium two pore domain channel subfamily K member 17"
ILMN_1747197 2.54151547395241 8.67851384717267 5.63189790518884 6.20812038238481e-4 0.0969468089391125 0.172143214656327 SLC41A2 "solute carrier family 41 member 2"
ILMN_3237991 -2.53909040799415 6.24813783095495 -6.70708035560428 2.0375049228726e-4 0.0621434442069239 1.21371802130694 LSP1P5 "LSP1 pseudogene 5"
ILMN_3237991 -2.53909040799415 6.24813783095495 -6.70708035560428 2.0375049228726e-4 0.0621434442069239 1.21371802130694 LSP1P4 "LSP1 pseudogene 4"
